Sampling ID,Sample ID,Sample File Name,AssayRole,SampleType,Dilution,Include Sample,Class,Acquired Time,Detector,Run Order,Correction Batch
,,PipelineTesting_RPOS_ToF10_B1SRD52,LinearityReference,StudyPool,1,TRUE,,20/01/18 05:50,3138,207,1
,,PipelineTesting_RPOS_ToF10_B1SRD51,LinearityReference,StudyPool,1,TRUE,,20/01/18 06:05,3137,208,1
,,PipelineTesting_RPOS_ToF10_B1SRD50,LinearityReference,StudyPool,1,TRUE,,20/01/18 06:20,3137,209,1
,,PipelineTesting_RPOS_ToF10_B1SRD49,LinearityReference,StudyPool,1,TRUE,,20/01/18 06:35,3138,210,1
,,PipelineTesting_RPOS_ToF10_B1SRD48,LinearityReference,StudyPool,1,TRUE,,20/01/18 06:51,3139,211,1
,,PipelineTesting_RPOS_ToF10_B1SRD47,LinearityReference,StudyPool,1,TRUE,,20/01/18 07:06,3138,212,1
,,PipelineTesting_RPOS_ToF10_B1SRD11,LinearityReference,StudyPool,10,TRUE,,18/01/18 04:56,3060,22,1
,,PipelineTesting_RPOS_ToF10_B1SRD12,LinearityReference,StudyPool,10,TRUE,,18/01/18 05:11,3060,23,1
,,PipelineTesting_RPOS_ToF10_B1SRD13,LinearityReference,StudyPool,10,TRUE,,18/01/18 05:26,3061,24,1
,,PipelineTesting_RPOS_ToF10_B1SRD14,LinearityReference,StudyPool,10,TRUE,,18/01/18 05:41,3061,25,1
,,PipelineTesting_RPOS_ToF10_B1SRD15,LinearityReference,StudyPool,10,TRUE,,18/01/18 05:56,3060,26,1
,,PipelineTesting_RPOS_ToF10_B1SRD16,LinearityReference,StudyPool,10,TRUE,,18/01/18 06:11,3060,27,1
,,PipelineTesting_RPOS_ToF10_B1SRD17,LinearityReference,StudyPool,10,TRUE,,18/01/18 06:26,3060,28,1
,,PipelineTesting_RPOS_ToF10_B1SRD18,LinearityReference,StudyPool,10,TRUE,,18/01/18 06:41,3061,29,1
,,PipelineTesting_RPOS_ToF10_B1SRD19,LinearityReference,StudyPool,10,TRUE,,18/01/18 06:57,3060,30,1
,,PipelineTesting_RPOS_ToF10_B1SRD20,LinearityReference,StudyPool,10,TRUE,,18/01/18 07:12,3060,31,1
,,PipelineTesting_RPOS_ToF10_B1SRD66,LinearityReference,StudyPool,10,TRUE,,20/01/18 02:19,3138,193,1
,,PipelineTesting_RPOS_ToF10_B1SRD65,LinearityReference,StudyPool,10,TRUE,,20/01/18 02:34,3138,194,1
,,PipelineTesting_RPOS_ToF10_B1SRD64,LinearityReference,StudyPool,10,TRUE,,20/01/18 02:49,3139,195,1
,,PipelineTesting_RPOS_ToF10_B1SRD63,LinearityReference,StudyPool,10,TRUE,,20/01/18 03:04,3140,196,1
,,PipelineTesting_RPOS_ToF10_B1SRD62,LinearityReference,StudyPool,10,TRUE,,20/01/18 03:19,3139,197,1
,,PipelineTesting_RPOS_ToF10_B1SRD61,LinearityReference,StudyPool,10,TRUE,,20/01/18 03:34,3138,198,1
,,PipelineTesting_RPOS_ToF10_B1SRD60,LinearityReference,StudyPool,10,TRUE,,20/01/18 03:50,3138,199,1
,,PipelineTesting_RPOS_ToF10_B1SRD59,LinearityReference,StudyPool,10,TRUE,,20/01/18 04:05,3139,200,1
,,PipelineTesting_RPOS_ToF10_B1SRD58,LinearityReference,StudyPool,10,TRUE,,20/01/18 04:20,3138,201,1
,,PipelineTesting_RPOS_ToF10_B1SRD57,LinearityReference,StudyPool,10,TRUE,,20/01/18 04:35,3139,202,1
,,PipelineTesting_RPOS_ToF10_B1SRD21,LinearityReference,StudyPool,20,TRUE,,18/01/18 07:27,3061,32,1
,,PipelineTesting_RPOS_ToF10_B1SRD22,LinearityReference,StudyPool,20,TRUE,,18/01/18 07:42,3060,33,1
,,PipelineTesting_RPOS_ToF10_B1SRD23,LinearityReference,StudyPool,20,TRUE,,18/01/18 07:57,3061,34,1
,,PipelineTesting_RPOS_ToF10_B1SRD24,LinearityReference,StudyPool,20,TRUE,,18/01/18 08:12,3062,35,1
,,PipelineTesting_RPOS_ToF10_B1SRD25,LinearityReference,StudyPool,20,TRUE,,18/01/18 08:27,3062,36,1
,,PipelineTesting_RPOS_ToF10_B1SRD71,LinearityReference,StudyPool,20,TRUE,,20/01/18 01:04,3140,188,1
,,PipelineTesting_RPOS_ToF10_B1SRD70,LinearityReference,StudyPool,20,TRUE,,20/01/18 01:19,3139,189,1
,,PipelineTesting_RPOS_ToF10_B1SRD69,LinearityReference,StudyPool,20,TRUE,,20/01/18 01:34,3138,190,1
,,PipelineTesting_RPOS_ToF10_B1SRD68,LinearityReference,StudyPool,20,TRUE,,20/01/18 01:49,3138,191,1
,,PipelineTesting_RPOS_ToF10_B1SRD67,LinearityReference,StudyPool,20,TRUE,,20/01/18 02:04,3137,192,1
,,PipelineTesting_RPOS_ToF10_B1SRD26,LinearityReference,StudyPool,40,TRUE,,18/01/18 08:42,3063,37,1
,,PipelineTesting_RPOS_ToF10_B1SRD27,LinearityReference,StudyPool,40,TRUE,,18/01/18 08:57,3064,38,1
,,PipelineTesting_RPOS_ToF10_B1SRD28,LinearityReference,StudyPool,40,TRUE,,18/01/18 09:12,3063,39,1
,,PipelineTesting_RPOS_ToF10_B1SRD74,LinearityReference,StudyPool,40,TRUE,,20/01/18 00:18,3138,185,1
,,PipelineTesting_RPOS_ToF10_B1SRD73,LinearityReference,StudyPool,40,TRUE,,20/01/18 00:33,3139,186,1
,,PipelineTesting_RPOS_ToF10_B1SRD72,LinearityReference,StudyPool,40,TRUE,,20/01/18 00:49,3139,187,1
,,PipelineTesting_RPOS_ToF10_B1SRD29,LinearityReference,StudyPool,60,TRUE,,18/01/18 09:27,3063,40,1
,,PipelineTesting_RPOS_ToF10_B1SRD30,LinearityReference,StudyPool,60,TRUE,,18/01/18 09:42,3064,41,1
,,PipelineTesting_RPOS_ToF10_B1SRD31,LinearityReference,StudyPool,60,TRUE,,18/01/18 09:57,3063,42,1
,,PipelineTesting_RPOS_ToF10_B1SRD77,LinearityReference,StudyPool,60,TRUE,,19/01/18 23:33,3137,182,1
,,PipelineTesting_RPOS_ToF10_B1SRD76,LinearityReference,StudyPool,60,TRUE,,19/01/18 23:48,3138,183,1
,,PipelineTesting_RPOS_ToF10_B1SRD75,LinearityReference,StudyPool,60,TRUE,,20/01/18 00:03,3138,184,1
,,PipelineTesting_RPOS_ToF10_B1SRD32,LinearityReference,StudyPool,80,TRUE,,18/01/18 10:13,3063,43,1
,,PipelineTesting_RPOS_ToF10_B1SRD33,LinearityReference,StudyPool,80,TRUE,,18/01/18 10:28,3064,44,1
,,PipelineTesting_RPOS_ToF10_B1SRD34,LinearityReference,StudyPool,80,TRUE,,18/01/18 10:43,3065,45,1
,,PipelineTesting_RPOS_ToF10_B1SRD35,LinearityReference,StudyPool,80,TRUE,,18/01/18 10:58,3066,46,1
,,PipelineTesting_RPOS_ToF10_B1SRD36,LinearityReference,StudyPool,80,TRUE,,18/01/18 11:13,3067,47,1
,,PipelineTesting_RPOS_ToF10_B1SRD82,LinearityReference,StudyPool,80,TRUE,,19/01/18 22:18,3135,177,1
,,PipelineTesting_RPOS_ToF10_B1SRD81,LinearityReference,StudyPool,80,TRUE,,19/01/18 22:33,3136,178,1
,,PipelineTesting_RPOS_ToF10_B1SRD80,LinearityReference,StudyPool,80,TRUE,,19/01/18 22:48,3136,179,1
,,PipelineTesting_RPOS_ToF10_B1SRD79,LinearityReference,StudyPool,80,TRUE,,19/01/18 23:03,3135,180,1
,,PipelineTesting_RPOS_ToF10_B1SRD78,LinearityReference,StudyPool,80,TRUE,,19/01/18 23:18,3136,181,1
,,PipelineTesting_RPOS_ToF10_B1SRD37,LinearityReference,StudyPool,100,TRUE,,18/01/18 11:28,3068,48,1
,,PipelineTesting_RPOS_ToF10_B1SRD38,LinearityReference,StudyPool,100,TRUE,,18/01/18 11:43,3069,49,1
,,PipelineTesting_RPOS_ToF10_B1SRD39,LinearityReference,StudyPool,100,TRUE,,18/01/18 11:58,3070,50,1
,,PipelineTesting_RPOS_ToF10_B1SRD40,LinearityReference,StudyPool,100,TRUE,,18/01/18 12:13,3071,51,1
,,PipelineTesting_RPOS_ToF10_B1SRD41,LinearityReference,StudyPool,100,TRUE,,18/01/18 12:28,3072,52,1
,,PipelineTesting_RPOS_ToF10_B1SRD42,LinearityReference,StudyPool,100,TRUE,,18/01/18 12:43,3073,53,1
,,PipelineTesting_RPOS_ToF10_B1SRD43,LinearityReference,StudyPool,100,TRUE,,18/01/18 12:58,3074,54,1
,,PipelineTesting_RPOS_ToF10_B1SRD44,LinearityReference,StudyPool,100,TRUE,,18/01/18 13:14,3075,55,1
,,PipelineTesting_RPOS_ToF10_B1SRD45,LinearityReference,StudyPool,100,TRUE,,18/01/18 13:29,3076,56,1
,,PipelineTesting_RPOS_ToF10_B1SRD46,LinearityReference,StudyPool,100,TRUE,,18/01/18 13:44,3077,57,1
,,PipelineTesting_RPOS_ToF10_B1SRD92,LinearityReference,StudyPool,100,TRUE,,19/01/18 19:47,3130,167,1
,,PipelineTesting_RPOS_ToF10_B1SRD91,LinearityReference,StudyPool,100,TRUE,,19/01/18 20:02,3130,168,1
,,PipelineTesting_RPOS_ToF10_B1SRD90,LinearityReference,StudyPool,100,TRUE,,19/01/18 20:17,3130,169,1
,,PipelineTesting_RPOS_ToF10_B1SRD89,LinearityReference,StudyPool,100,TRUE,,19/01/18 20:32,3131,170,1
,,PipelineTesting_RPOS_ToF10_B1SRD88,LinearityReference,StudyPool,100,TRUE,,19/01/18 20:47,3132,171,1
,,PipelineTesting_RPOS_ToF10_B1SRD87,LinearityReference,StudyPool,100,TRUE,,19/01/18 21:02,3133,172,1
,,PipelineTesting_RPOS_ToF10_B1SRD86,LinearityReference,StudyPool,100,TRUE,,19/01/18 21:17,3133,173,1
,,PipelineTesting_RPOS_ToF10_B1SRD85,LinearityReference,StudyPool,100,TRUE,,19/01/18 21:32,3133,174,1
,,PipelineTesting_RPOS_ToF10_B1SRD84,LinearityReference,StudyPool,100,TRUE,,19/01/18 21:48,3134,175,1
,,PipelineTesting_RPOS_ToF10_B1SRD83,LinearityReference,StudyPool,100,TRUE,,19/01/18 22:03,3135,176,1
DevSet1_Rep1,DevSet1_Rep1,PipelineTesting_RPOS_ToF10_U1W01,Assay,StudySample,50,TRUE,DevSet1,19/01/18 18:01,3127,160,1
DevSet1_Rep10,DevSet1_Rep10,PipelineTesting_RPOS_ToF10_U1W65,Assay,StudySample,50,TRUE,DevSet1,19/01/18 14:00,3121,144,1
DevSet1_Rep11,DevSet1_Rep11,PipelineTesting_RPOS_ToF10_U1W73,Assay,StudySample,50,TRUE,DevSet1,19/01/18 16:46,3124,155,1
DevSet1_Rep12,DevSet1_Rep12,PipelineTesting_RPOS_ToF10_U1W79,Assay,StudySample,50,TRUE,DevSet1,19/01/18 15:30,3123,150,1
DevSet1_Rep13,DevSet1_Rep13,PipelineTesting_RPOS_ToF10_U1W87,Assay,StudySample,50,TRUE,DevSet1,19/01/18 09:20,3118,132,1
DevSet1_Rep2,DevSet1_Rep2,PipelineTesting_RPOS_ToF10_U1W07,Assay,StudySample,50,TRUE,DevSet1,18/01/18 22:47,3097,90,1
DevSet1_Rep3,DevSet1_Rep3,PipelineTesting_RPOS_ToF10_U1W15,Assay,StudySample,50,TRUE,DevSet1,19/01/18 09:05,3117,131,1
DevSet1_Rep4,DevSet1_Rep4,PipelineTesting_RPOS_ToF10_U1W21,Assay,StudySample,50,TRUE,DevSet1,18/01/18 19:16,3091,76,1
DevSet1_Rep5,DevSet1_Rep5,PipelineTesting_RPOS_ToF10_U1W29,Assay,StudySample,50,TRUE,DevSet1,19/01/18 15:15,3122,149,1
DevSet1_Rep6,DevSet1_Rep6,PipelineTesting_RPOS_ToF10_U1W37,Assay,StudySample,50,TRUE,DevSet1,19/01/18 05:49,3110,118,1
DevSet1_Rep7,DevSet1_Rep7,PipelineTesting_RPOS_ToF10_U1W43,Assay,StudySample,50,TRUE,DevSet1,19/01/18 15:46,3124,151,1
DevSet1_Rep8,DevSet1_Rep8,PipelineTesting_RPOS_ToF10_U1W51,Assay,StudySample,50,TRUE,DevSet1,19/01/18 16:31,3124,154,1
DevSet1_Rep9,DevSet1_Rep9,PipelineTesting_RPOS_ToF10_U1W57,Assay,StudySample,50,TRUE,DevSet1,18/01/18 18:30,3090,73,1
DevSet2_Rep1,DevSet2_Rep1,PipelineTesting_RPOS_ToF10_U1W02,Assay,StudySample,50,TRUE,DevSet2,18/01/18 21:01,3094,83,1
DevSet2_Rep10,DevSet2_Rep10,PipelineTesting_RPOS_ToF10_U1W66,Assay,StudySample,50,TRUE,DevSet2,18/01/18 18:00,3090,71,1
DevSet2_Rep11,DevSet2_Rep11,PipelineTesting_RPOS_ToF10_U1W74,Assay,StudySample,50,TRUE,DevSet2,19/01/18 17:01,3125,156,1
DevSet2_Rep12,DevSet2_Rep12,PipelineTesting_RPOS_ToF10_U1W80,Assay,StudySample,50,TRUE,DevSet2,19/01/18 00:47,3100,98,1
DevSet2_Rep13,DevSet2_Rep13,PipelineTesting_RPOS_ToF10_U1W88,Assay,StudySample,50,TRUE,DevSet2,18/01/18 20:01,3093,79,1
DevSet2_Rep2,DevSet2_Rep2,PipelineTesting_RPOS_ToF10_U1W08,Assay,StudySample,50,TRUE,DevSet2,19/01/18 02:03,3103,103,1
DevSet2_Rep3,DevSet2_Rep3,PipelineTesting_RPOS_ToF10_U1W16,Assay,StudySample,50,TRUE,DevSet2,19/01/18 03:33,3106,109,1
DevSet2_Rep4,DevSet2_Rep4,PipelineTesting_RPOS_ToF10_U1W22,Assay,StudySample,50,TRUE,DevSet2,19/01/18 01:48,3102,102,1
DevSet2_Rep5,DevSet2_Rep5,PipelineTesting_RPOS_ToF10_U1W30,Assay,StudySample,50,TRUE,DevSet2,19/01/18 06:19,3111,120,1
DevSet2_Rep6,DevSet2_Rep6,PipelineTesting_RPOS_ToF10_U1W38,Assay,StudySample,50,TRUE,DevSet2,19/01/18 05:04,3109,115,1
DevSet2_Rep7,DevSet2_Rep7,PipelineTesting_RPOS_ToF10_U1W44,Assay,StudySample,50,TRUE,DevSet2,19/01/18 09:50,3118,134,1
DevSet2_Rep8,DevSet2_Rep8,PipelineTesting_RPOS_ToF10_U1W52,Assay,StudySample,50,TRUE,DevSet2,19/01/18 01:33,3101,101,1
DevSet2_Rep9,DevSet2_Rep9,PipelineTesting_RPOS_ToF10_U1W58,Assay,StudySample,50,TRUE,DevSet2,19/01/18 04:49,3108,114,1
DevSet3_Rep1,DevSet3_Rep1,PipelineTesting_RPOS_ToF10_U1W03,Assay,StudySample,50,TRUE,DevSet3,18/01/18 20:46,3095,82,1
DevSet3_Rep10,DevSet3_Rep10,PipelineTesting_RPOS_ToF10_U1W67,Assay,StudySample,50,TRUE,DevSet3,19/01/18 06:49,3113,122,1
DevSet3_Rep11,DevSet3_Rep11,PipelineTesting_RPOS_ToF10_U1W75,Assay,StudySample,50,TRUE,DevSet3,19/01/18 09:35,3118,133,1
DevSet3_Rep12,DevSet3_Rep12,PipelineTesting_RPOS_ToF10_U1W81,Assay,StudySample,50,TRUE,DevSet3,19/01/18 17:46,3126,159,1
DevSet3_Rep13,DevSet3_Rep13,PipelineTesting_RPOS_ToF10_U1W89,Assay,StudySample,50,TRUE,DevSet3,18/01/18 21:16,3094,84,1
DevSet3_Rep2,DevSet3_Rep2,PipelineTesting_RPOS_ToF10_U1W09,Assay,StudySample,50,TRUE,DevSet3,19/01/18 05:19,3110,116,1
DevSet3_Rep3,DevSet3_Rep3,PipelineTesting_RPOS_ToF10_U1W17,Assay,StudySample,50,TRUE,DevSet3,19/01/18 14:15,3121,145,1
DevSet3_Rep4,DevSet3_Rep4,PipelineTesting_RPOS_ToF10_U1W25,Assay,StudySample,50,TRUE,DevSet3,19/01/18 14:45,3121,147,1
DevSet3_Rep5,DevSet3_Rep5,PipelineTesting_RPOS_ToF10_U1W31,Assay,StudySample,50,TRUE,DevSet3,19/01/18 03:48,3107,110,1
DevSet3_Rep6,DevSet3_Rep6,PipelineTesting_RPOS_ToF10_U1W39,Assay,StudySample,50,TRUE,DevSet3,19/01/18 00:02,3099,95,1
DevSet3_Rep7,DevSet3_Rep7,PipelineTesting_RPOS_ToF10_U1W45,Assay,StudySample,50,TRUE,DevSet3,19/01/18 06:04,3111,119,1
DevSet3_Rep8,DevSet3_Rep8,PipelineTesting_RPOS_ToF10_U1W53,Assay,StudySample,50,TRUE,DevSet3,19/01/18 15:00,3122,148,1
DevSet3_Rep9,DevSet3_Rep9,PipelineTesting_RPOS_ToF10_U1W61,Assay,StudySample,50,TRUE,DevSet3,19/01/18 04:19,3107,112,1
DevSet4_Rep1,DevSet4_Rep1,PipelineTesting_RPOS_ToF10_U1W04,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 19:46,3092,78,1
DevSet4_Rep10,DevSet4_Rep10,PipelineTesting_RPOS_ToF10_U1W68,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 08:50,3116,130,1
DevSet4_Rep11,DevSet4_Rep11,PipelineTesting_RPOS_ToF10_U1W76,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 21:31,3095,85,1
DevSet4_Rep12,DevSet4_Rep12,PipelineTesting_RPOS_ToF10_U1W82,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 06:34,3112,121,1
DevSet4_Rep13,DevSet4_Rep13,PipelineTesting_RPOS_ToF10_U1W90,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 22:17,3097,88,1
DevSet4_Rep2,DevSet4_Rep2,PipelineTesting_RPOS_ToF10_U1W10,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 23:02,3097,91,1
DevSet4_Rep3,DevSet4_Rep3,PipelineTesting_RPOS_ToF10_U1W18,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 16:16,3124,153,1
DevSet4_Rep4,DevSet4_Rep4,PipelineTesting_RPOS_ToF10_U1W26,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 18:16,3128,161,1
DevSet4_Rep5,DevSet4_Rep5,PipelineTesting_RPOS_ToF10_U1W32,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 23:17,3098,92,1
DevSet4_Rep6,DevSet4_Rep6,PipelineTesting_RPOS_ToF10_U1W40,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 00:17,3099,96,1
DevSet4_Rep7,DevSet4_Rep7,PipelineTesting_RPOS_ToF10_U1W46,Assay,StudySample,50,TRUE,DevSet1v2,18/01/18 17:15,3088,68,1
DevSet4_Rep8,DevSet4_Rep8,PipelineTesting_RPOS_ToF10_U1W54,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 02:18,3104,104,1
DevSet4_Rep9,DevSet4_Rep9,PipelineTesting_RPOS_ToF10_U1W62,Assay,StudySample,50,TRUE,DevSet1v2,19/01/18 07:50,3115,126,1
DevSet5_Rep1,DevSet5_Rep1,PipelineTesting_RPOS_ToF10_U1W05,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 23:47,3098,94,1
DevSet5_Rep10,DevSet5_Rep10,PipelineTesting_RPOS_ToF10_U1W69,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 16:45,3087,66,1
DevSet5_Rep11,DevSet5_Rep11,PipelineTesting_RPOS_ToF10_U1W77,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 20:16,3093,80,1
DevSet5_Rep12,DevSet5_Rep12,PipelineTesting_RPOS_ToF10_U1W85,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 18:45,3089,74,1
DevSet5_Rep13,DevSet5_Rep13,PipelineTesting_RPOS_ToF10_U1W91,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 18:15,3091,72,1
DevSet5_Rep2,DevSet5_Rep2,PipelineTesting_RPOS_ToF10_U1W13_b,Assay,StudySample,50,TRUE,DevSet1v3,19/01/18 13:30,3120,142,1
DevSet5_Rep3,DevSet5_Rep3,PipelineTesting_RPOS_ToF10_U1W19,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 16:30,3086,65,1
DevSet5_Rep4,DevSet5_Rep4,PipelineTesting_RPOS_ToF10_U1W27,Assay,StudySample,50,TRUE,DevSet1v3,19/01/18 07:35,3115,125,1
DevSet5_Rep5,DevSet5_Rep5,PipelineTesting_RPOS_ToF10_U1W33,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 17:45,3089,70,1
DevSet5_Rep6,DevSet5_Rep6,PipelineTesting_RPOS_ToF10_U1W41,Assay,StudySample,50,TRUE,DevSet1v3,18/01/18 22:32,3098,89,1
DevSet5_Rep7,DevSet5_Rep7,PipelineTesting_RPOS_ToF10_U1W49,Assay,StudySample,50,TRUE,DevSet1v3,19/01/18 03:18,3105,108,1
DevSet5_Rep8,DevSet5_Rep8,PipelineTesting_RPOS_ToF10_U1W55,Assay,StudySample,50,TRUE,DevSet1v3,19/01/18 07:20,3114,124,1
DevSet5_Rep9,DevSet5_Rep9,PipelineTesting_RPOS_ToF10_U1W63_b,Assay,StudySample,50,TRUE,DevSet1v3,19/01/18 13:45,3121,143,1
DevSet6_Rep1,DevSet6_Rep1,PipelineTesting_RPOS_ToF10_U1W06,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 17:16,3126,157,1
DevSet6_Rep10,DevSet6_Rep10,PipelineTesting_RPOS_ToF10_U1W70,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 01:18,3102,100,1
DevSet6_Rep11,DevSet6_Rep11,PipelineTesting_RPOS_ToF10_U1W78,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 08:05,3115,127,1
DevSet6_Rep12,DevSet6_Rep12,PipelineTesting_RPOS_ToF10_U1W86,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 03:03,3105,107,1
DevSet6_Rep13,DevSet6_Rep13,PipelineTesting_RPOS_ToF10_U1W92,Assay,StudySample,50,TRUE,DevSet2v3,18/01/18 16:15,3085,64,1
DevSet6_Rep2,DevSet6_Rep2,PipelineTesting_RPOS_ToF10_U1W14,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 00:32,3100,97,1
DevSet6_Rep3,DevSet6_Rep3,PipelineTesting_RPOS_ToF10_U1W20,Assay,StudySample,50,TRUE,DevSet2v3,18/01/18 21:46,3095,86,1
DevSet6_Rep4,DevSet6_Rep4,PipelineTesting_RPOS_ToF10_U1W28,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 02:48,3104,106,1
DevSet6_Rep5,DevSet6_Rep5,PipelineTesting_RPOS_ToF10_U1W34,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 08:20,3116,128,1
DevSet6_Rep6,DevSet6_Rep6,PipelineTesting_RPOS_ToF10_U1W42,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 04:34,3108,113,1
DevSet6_Rep7,DevSet6_Rep7,PipelineTesting_RPOS_ToF10_U1W50,Assay,StudySample,50,TRUE,DevSet2v3,18/01/18 19:31,3092,77,1
DevSet6_Rep8,DevSet6_Rep8,PipelineTesting_RPOS_ToF10_U1W56_b,Assay,StudySample,50,TRUE,DevSet2v3,19/01/18 13:15,3120,141,1
DevSet6_Rep9,DevSet6_Rep9,PipelineTesting_RPOS_ToF10_U1W64,Assay,StudySample,50,TRUE,DevSet2v3,18/01/18 17:00,3087,67,1
External Reference 1,External Reference 1,PipelineTesting_RPOS_ToF10_U1W11_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,18/01/18 15:59,3085,63,1
External Reference 2,External Reference 2,PipelineTesting_RPOS_ToF10_U1W23_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,18/01/18 19:01,3090,75,1
External Reference 3,External Reference 3,PipelineTesting_RPOS_ToF10_U1W35_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,18/01/18 22:02,3096,87,1
External Reference 4,External Reference 4,PipelineTesting_RPOS_ToF10_U1W47_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,19/01/18 01:03,3101,99,1
External Reference 5,External Reference 5,PipelineTesting_RPOS_ToF10_U1W59_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,19/01/18 04:04,3106,111,1
External Reference 6,External Reference 6,PipelineTesting_RPOS_ToF10_U1W71_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,19/01/18 07:05,3114,123,1
External Reference 7,External Reference 7,PipelineTesting_RPOS_ToF10_U1W83_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,19/01/18 10:06,3119,135,1
External Reference 8,External Reference 8,PipelineTesting_RPOS_ToF10_U1W95_LTR,PrecisionReference,ExternalReference,50,TRUE,External Reference,19/01/18 16:01,3123,152,1
Blank 01,Blank 01,PipelineTesting_RPOS_ToF10_Blank01,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 15:50,3017,0,1
Blank 02,Blank 02,PipelineTesting_RPOS_ToF10_Blank02,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 16:07,3017,1,1
Blank 03,Blank 03,PipelineTesting_RPOS_ToF10_Blank03,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 16:22,3018,2,1
Blank 04,Blank 04,PipelineTesting_RPOS_ToF10_Blank04,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 16:37,3018,3,1
Blank 05,Blank 05,PipelineTesting_RPOS_ToF10_Blank05,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 16:52,3019,4,1
Blank 06,Blank 06,PipelineTesting_RPOS_ToF10_Blank06,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 17:07,3019,5,1
Blank 07,Blank 07,PipelineTesting_RPOS_ToF10_Blank07,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 17:22,3020,6,1
